"WY" "source" "system.index" "image_date" "mean" "median" "std" "variance" "date" "meadow" "DOY" "DOWY" "WYTYPE"
"570" 1999 "LANDSAT/LT5_L1T_32DAY_NDWI/19990509" 1119990509 9.26208e+11 0.245885056562044 0.238903105258942 0.0948850906928945 0.00900318043579882 "19990509" "BullCreek" 129 221 "AN"
"571" 1999 "LANDSAT/LE7_L1T_32DAY_NDWI/19990813" 1219990813 934502400000 0.0114450189410351 0.00309640487345556 0.068627756904468 0.00470976901773876 "19990813" "Shorthair" 225 317 "AN"
"572" 1999 "LANDSAT/LE7_L1T_32DAY_NDWI/19990914" 1219990914 937267200000 0.273625203492967 0.270087987184525 0.113954422444179 0.0129856103945864 "19990914" "BullCreek" 257 349 "AN"
"573" 1999 "LANDSAT/LT5_L1T_32DAY_NDWI/19990813" 1119990813 934502400000 0.293086266653104 0.304694443941116 0.0928781561645465 0.0086263518925259 "19990813" "BullCreek" 225 317 "AN"
"574" 1999 "LANDSAT/LE7_L1T_32DAY_NDWI/19990813" 1219990813 934502400000 0.285433087294752 0.311440110206604 0.0933258568752344 0.00870971556149674 "19990813" "BullCreek" 225 317 "AN"
"575" 1999 "LANDSAT/LE7_L1T_32DAY_NDWI/19990509" 1219990509 9.26208e+11 NA NA NA NA "19990509" "Shorthair" 129 221 "AN"
"576" 1999 "LANDSAT/LT5_L1T_32DAY_NDWI/19990712" 1119990712 931737600000 0.328505639596419 0.327572971582413 0.0665641230727918 0.00443078248044977 "19990712" "BullCreek" 193 285 "AN"
"577" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/20000711" 1120000711 963273600000 0.0951830703094273 0.094731238981088 0.0590176402873818 0.00348308186509079 "20000711" "Shorthair" 193 285 "AN"
"578" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/20000101" 1120000101 946684800000 0.166603991118344 0.168142735958099 0.0102141217223923 0.000104328282559846 "20000101" "BullCreek" 1 93 "AN"
"579" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/20000609" 1220000609 960508800000 0.336172389984131 0.341617673635483 0.0631316648902101 0.00398560711180979 "20000609" "BullCreek" 161 253 "AN"
"580" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/20000202" 1120000202 949449600000 0.621909094940532 0.620142757892609 0.0305114526556392 0.00093094874315731 "20000202" "BullCreek" 33 125 "AN"
"581" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/20000508" 1220000508 9.57744e+11 0.45317718278278 0.453520506620407 0.00468200895572489 2.19212078614881e-05 "20000508" "BullCreek" 129 221 "AN"
"582" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/20000305" 1220000305 952214400000 0.94291533598533 0.953580179940099 0.0251983044801684 0.000634954548675273 "20000305" "Shorthair" 65 157 "AN"
"583" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/20000812" 1220000812 966038400000 0.181355471431445 0.187471330165863 0.0592673387522272 0.00351261744277125 "20000812" "Shorthair" 225 317 "AN"
"584" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/20000913" 1120000913 968803200000 0.856025972351524 0.886355146765709 0.0738873059660863 0.00545933398292604 "20000913" "HerringCreek" 257 349 "AN"
"585" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/20000202" 1220000202 949449600000 0.736640466176547 0.737624456485113 0.0173221253862347 0.000300056027896435 "20000202" "Shorthair" 33 125 "AN"
"586" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/20000711" 1220000711 963273600000 0.0902471194945228 0.098264616727829 0.0536927234270492 0.0028829085490136 "20000711" "Shorthair" 193 285 "AN"
"587" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/19991117" 1219991117 942796800000 0.546358207861582 0.596444189548492 0.182939560460567 0.0334668827815053 "19991117" "Shorthair" 321 47 "AN"
"588" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/20000812" 1120000812 966038400000 0.0734175065953213 0.0733818252171789 0.0636607934285877 0.00405269661995732 "20000812" "Shorthair" 225 317 "AN"
"589" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/20000913" 1120000913 968803200000 0.00485721628833861 -0.0126153444871306 0.0697472564463176 0.0048646797817884 "20000913" "Shorthair" 257 349 "AN"
"590" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/20000609" 1220000609 960508800000 0.372837478838722 0.377381980419159 0.100528279339078 0.0101059349468758 "20000609" "HerringCreek" 161 253 "AN"
"591" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/20000508" 1120000508 9.57744e+11 0.706911690800618 0.756798326969147 0.170903486378843 0.0292080016564433 "20000508" "Shorthair" 129 221 "AN"
"592" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/20000609" 1120000609 960508800000 0.0543580691901391 0.0540449991822243 0.0733532825358653 0.00538070405878649 "20000609" "Shorthair" 161 253 "AN"
"593" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/19991016" 1119991016 9.40032e+11 0.838843453004493 0.885490745306015 0.115365932011306 0.0133092982688373 "19991016" "HerringCreek" 289 15 "AN"
"594" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/19991117" 1119991117 942796800000 0.778842470660713 0.801772350614721 0.0610811667516788 0.00373090893174639 "19991117" "HerringCreek" 321 47 "AN"
"595" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/19991219" 1119991219 945561600000 0.380715655058807 0.374395221471786 0.0339839196330163 0.00115490679362331 "19991219" "HerringCreek" 353 79 "AN"
"596" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/20000101" 1120000101 946684800000 0.83020266723929 0.840092122554779 0.0314533075298299 0.000989310554566057 "20000101" "HerringCreek" 1 93 "AN"
"597" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/20000913" 1220000913 968803200000 -0.0711713824737578 -0.0823599877102034 0.0748171775580627 0.00559761005775467 "20000913" "Shorthair" 257 349 "AN"
"598" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/20000101" 1220000101 946684800000 0.739661217106055 0.767460584640503 0.0655462757270031 0.00429631426168031 "20000101" "HerringCreek" 1 93 "AN"
"599" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/19991016" 1219991016 9.40032e+11 0.770331097107667 0.788484116395315 0.0884923065662333 0.00783088832141222 "19991016" "Shorthair" 289 15 "AN"
"600" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/20000305" 1220000305 952214400000 0.889263354843448 0.896767683327198 0.0198210202328159 0.000392872843069696 "20000305" "HerringCreek" 65 157 "AN"
"601" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/19991219" 1219991219 945561600000 0.284492034942676 0.284723788499832 0.0138453019949419 0.000191692387331143 "19991219" "Shorthair" 353 79 "AN"
"602" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/20000101" 1220000101 946684800000 0.284492034942676 0.284723788499832 0.0138453019949419 0.000191692387331143 "20000101" "Shorthair" 1 93 "AN"
"603" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/20000812" 1120000812 966038400000 0.00785909286877885 -0.00881196372210979 0.0975913866379192 0.00952407874591183 "20000812" "HerringCreek" 225 317 "AN"
"604" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/19991219" 1119991219 945561600000 0.166603991118344 0.168142735958099 0.0102141217223923 0.000104328282559846 "19991219" "BullCreek" 353 79 "AN"
"605" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/19991117" 1219991117 942796800000 0.465160477703268 0.458064138889313 0.155169830801874 0.0240776763910822 "19991117" "BullCreek" 321 47 "AN"
"606" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/20000406" 1220000406 954979200000 0.21690478187341 0.211730115115643 0.0502122859367794 0.00252127365899689 "20000406" "Shorthair" 97 189 "AN"
"607" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/20000305" 1120000305 952214400000 0.868456141515212 0.873921394348145 0.0513527275157349 0.00263710262330531 "20000305" "BullCreek" 65 157 "AN"
"608" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/20000406" 1120000406 954979200000 0.755878179181706 0.779375553131104 0.119462089839263 0.0142711909087642 "20000406" "BullCreek" 97 189 "AN"
"609" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/20000508" 1120000508 9.57744e+11 0.187820522057485 0.191347241401672 0.106706651489408 0.0113863094720819 "20000508" "BullCreek" 129 221 "AN"
"610" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/20000202" 1120000202 949449600000 0.400056176489184 0.38211687207222 0.0794574242598892 0.00631348227001603 "20000202" "HerringCreek" 33 125 "AN"
"611" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/20000305" 1120000305 952214400000 0.901894331718824 0.911471505959829 0.028914123074803 0.000836026513184858 "20000305" "HerringCreek" 65 157 "AN"
"612" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/20000812" 1120000812 966038400000 0.332417873631824 0.334677904844284 0.0653840576972652 0.0042750750009593 "20000812" "BullCreek" 225 317 "AN"
"613" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/20000913" 1120000913 968803200000 0.213149205214259 0.194630682468414 0.128515376899434 0.0165162020996037 "20000913" "BullCreek" 257 349 "AN"
"614" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/19991016" 1119991016 9.40032e+11 -0.087840404880654 -0.108537837862968 0.0824874283480182 0.00680417583546943 "19991016" "Shorthair" 289 15 "AN"
"615" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/20000406" 1220000406 954979200000 0.929247652521785 0.941982865333557 0.0262952836613999 0.000691441942833486 "20000406" "HerringCreek" 97 189 "AN"
"616" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/20000508" 1220000508 9.57744e+11 0.878622104662546 0.907238572835922 0.0716494442655322 0.00513364286355961 "20000508" "HerringCreek" 129 221 "AN"
"617" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/19991016" 1219991016 9.40032e+11 0.351822718029672 0.35935452580452 0.130667687248083 0.0170740444907628 "19991016" "BullCreek" 289 15 "AN"
"618" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/19991016" 1119991016 9.40032e+11 0.263785966418006 0.24266517162323 0.136009593173397 0.018498609435193 "19991016" "BullCreek" 289 15 "AN"
"619" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/19991219" 1219991219 945561600000 0.321963793581182 0.321775168180466 0.00861877875149844 7.4283347167281e-05 "19991219" "BullCreek" 353 79 "AN"
"620" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/20000508" 1220000508 9.57744e+11 0.560495036381942 0.564709544181824 0.0215609274101944 0.000464873590787672 "20000508" "Shorthair" 129 221 "AN"
"621" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/20000609" 1220000609 960508800000 0.0210309677293341 -0.000894568724712978 0.101713092769767 0.0103455532407913 "20000609" "Shorthair" 161 253 "AN"
"622" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/19991016" 1219991016 9.40032e+11 -0.0130689420526515 -0.0639377698302269 0.119660002041555 0.0143185160885849 "19991016" "HerringCreek" 289 15 "AN"
"623" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/19991117" 1219991117 942796800000 0.196109593099689 0.176044806838036 0.0646232906977545 0.00417616970060649 "19991117" "HerringCreek" 321 47 "AN"
"624" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/19991219" 1219991219 945561600000 0.739661217106055 0.767460584640503 0.0655462757270031 0.00429631426168031 "19991219" "HerringCreek" 353 79 "AN"
"625" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/20000711" 1120000711 963273600000 0.358979213779623 0.362186431884766 0.0528779047724571 0.00279607281312504 "20000711" "BullCreek" 193 285 "AN"
"626" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/20000202" 1220000202 949449600000 0.808276670689909 0.809958029538393 0.0133983692618118 0.000179516298875864 "20000202" "HerringCreek" 33 125 "AN"
"627" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/20000508" 1120000508 9.57744e+11 0.509023696554374 0.511342962582906 0.0455444966709219 0.00207430117700762 "20000508" "HerringCreek" 129 221 "AN"
"628" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/20000609" 1120000609 960508800000 0.261137777881593 0.260482966899872 0.089003784531782 0.00792167366097987 "20000609" "HerringCreek" 161 253 "AN"
"629" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/20000711" 1120000711 963273600000 0.278479627593889 0.294862528642019 0.102238035044806 0.010452615809823 "20000711" "HerringCreek" 193 285 "AN"
"630" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/19991117" 1119991117 942796800000 0.786342381347309 0.789043605327606 0.0487287322461334 0.00237448934631537 "19991117" "BullCreek" 321 47 "AN"
"631" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/20000101" 1120000101 946684800000 0.15305515248806 0.152965649962425 0.0154962249068525 0.000240132986363757 "20000101" "Shorthair" 1 93 "AN"
"632" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/20000202" 1120000202 949449600000 0.606860321607345 0.604125589132309 0.0436191567331738 0.00190263083411318 "20000202" "Shorthair" 33 125 "AN"
"633" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/20000101" 1220000101 946684800000 0.321963793581182 0.321775168180466 0.00861877875149844 7.4283347167281e-05 "20000101" "BullCreek" 1 93 "AN"
"634" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/20000202" 1220000202 949449600000 0.799814438819885 0.804206848144531 0.0241711408914576 0.000584244051994693 "20000202" "BullCreek" 33 125 "AN"
"635" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/20000305" 1220000305 952214400000 0.891068737073378 0.902223706245422 0.0463507181784737 0.00214838907566029 "20000305" "BullCreek" 65 157 "AN"
"636" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/20000406" 1220000406 954979200000 0.183475920964371 0.155940175056458 0.0526547939639787 0.00277252732738905 "20000406" "BullCreek" 97 189 "AN"
"637" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/20000609" 1120000609 960508800000 0.368414764783599 0.365573585033417 0.0625428501972492 0.00391160811079555 "20000609" "BullCreek" 161 253 "AN"
"638" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/19991117" 1119991117 942796800000 0.837017037012638 0.856526863574982 0.0643972070687649 0.00414700027825738 "19991117" "Shorthair" 321 47 "AN"
"639" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/20000406" 1120000406 954979200000 0.662212175056801 0.67060661315918 0.0539067877840536 0.00290594176919499 "20000406" "HerringCreek" 97 189 "AN"
"640" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/20000812" 1220000812 966038400000 0.115191226052872 0.109937258064747 0.0603515822170617 0.00364231347610276 "20000812" "HerringCreek" 225 317 "AN"
"641" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/20000711" 1220000711 963273600000 0.388313473354686 0.3939169049263 0.0561420749972017 0.00315193258499142 "20000711" "BullCreek" 193 285 "AN"
"642" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/20000305" 1120000305 952214400000 0.908061666366382 0.916427537798882 0.0272538893583396 0.000742774485156617 "20000305" "Shorthair" 65 157 "AN"
"643" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/19991219" 1119991219 945561600000 0.15305515248806 0.152965649962425 0.0154962249068525 0.000240132986363757 "19991219" "Shorthair" 353 79 "AN"
"644" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/20000913" 1220000913 968803200000 0.254880937273529 0.24914462864399 0.133005031507146 0.0176903384062169 "20000913" "BullCreek" 257 349 "AN"
"645" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/20000913" 1220000913 968803200000 -0.0379813952322309 -0.0827983450144529 0.11375730836018 0.012940725205353 "20000913" "HerringCreek" 257 349 "AN"
"646" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/20000711" 1220000711 963273600000 0.281475746298429 0.281081289052963 0.0744358606267834 0.00554069734724992 "20000711" "HerringCreek" 193 285 "AN"
"647" 2000 "LANDSAT/LT5_L1T_32DAY_NDWI/20000406" 1120000406 954979200000 0.929794236941215 0.940760100881259 0.0299119111308968 0.000894722427502669 "20000406" "Shorthair" 97 189 "AN"
"648" 2000 "LANDSAT/LE7_L1T_32DAY_NDWI/20000812" 1220000812 966038400000 0.338227768648754 0.342663109302521 0.0623360985472104 0.00388578918208752 "20000812" "BullCreek" 225 317 "AN"
"649" 2001 "LANDSAT/LE7_L1T_32DAY_NDWI/20001015" 1220001015 9.71568e+11 0.794638297191033 0.792445229159461 0.0220084690123931 0.000484372708269467 "20001015" "Shorthair" 289 15 "D"
"650" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20001015" 1120001015 9.71568e+11 0.250513313266195 0.226405963301659 0.153143754019977 0.0234530093953311 "20001015" "BullCreek" 289 15 "D"
"651" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20001015" 1120001015 9.71568e+11 -0.0424004340478673 -0.079463504254818 0.104281256156507 0.0108745803855791 "20001015" "Shorthair" 289 15 "D"
"652" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20001015" 1120001015 9.71568e+11 0.723858985841644 0.727667893682207 0.0405656978505649 0.00164557584210333 "20001015" "HerringCreek" 289 15 "D"
"653" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20001116" 1120001116 974332800000 0.845000131159836 0.86202218135198 0.0443137364688649 0.00196370723983201 "20001116" "HerringCreek" 321 47 "D"
"654" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20001116" 1120001116 974332800000 0.674331402778625 0.685707986354828 0.149813123819749 0.0224439720686315 "20001116" "BullCreek" 321 47 "D"
"655" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20001116" 1120001116 974332800000 0.787398541890658 0.79622175012316 0.0398646489686514 0.0015891902373938 "20001116" "Shorthair" 321 47 "D"
"656" 2001 "LANDSAT/LE7_L1T_32DAY_NDWI/20010712" 1220010712 9.94896e+11 0.380047572200949 0.393393099308014 0.0584065958950504 0.00341133044404771 "20010712" "BullCreek" 193 285 "D"
"657" 2001 "LANDSAT/LE7_L1T_32DAY_NDWI/20010813" 1220010813 997660800000 0.287725290791555 0.292232990264893 0.0819649829400476 0.0067182584283623 "20010813" "BullCreek" 225 317 "D"
"658" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20010610" 1120010610 992131200000 0.0510749334875399 0.0481553059071302 0.06075094843059 0.00369067773521621 "20010610" "Shorthair" 161 253 "D"
"659" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20010712" 1120010712 9.94896e+11 0.0705437648093674 0.0731098860502243 0.0661098983752595 0.00437051866318714 "20010712" "Shorthair" 193 285 "D"
"660" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20010813" 1120010813 997660800000 -0.0369084284575178 -0.0460644327104092 0.0650656249295073 0.00423353554746733 "20010813" "Shorthair" 225 317 "D"
"661" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20010202" 1120010202 9.81072e+11 NA NA NA NA "20010202" "BullCreek" 33 125 "D"
"662" 2001 "LANDSAT/LE7_L1T_32DAY_NDWI/20010407" 1220010407 986601600000 0.884044654802843 0.891571879386902 0.0493997408497573 0.00244033439602318 "20010407" "BullCreek" 97 189 "D"
"663" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20010509" 1120010509 989366400000 0.257771028171886 0.257014781236649 0.067530079884394 0.00456031168919264 "20010509" "BullCreek" 129 221 "D"
"664" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20010610" 1120010610 992131200000 0.3230060078881 0.3238165974617 0.059780499299428 0.00357370809648891 "20010610" "BullCreek" 161 253 "D"
"665" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20010712" 1120010712 9.94896e+11 0.33316907313737 0.33334282040596 0.0617705887121228 0.00381560562984223 "20010712" "BullCreek" 193 285 "D"
"666" 2001 "LANDSAT/LE7_L1T_32DAY_NDWI/20001116" 1220001116 974332800000 0.871842232117286 0.899441262086233 0.0627474826272793 0.00393724657606072 "20001116" "Shorthair" 321 47 "D"
"667" 2001 "LANDSAT/LE7_L1T_32DAY_NDWI/20010914" 1220010914 1000425600000 0.101201150498607 0.0558926835656166 0.0948009199791537 0.00898721442889391 "20010914" "BullCreek" 257 349 "D"
"668" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20001218" 1120001218 977097600000 0.551873307878321 0.550182938575745 0.0198860537694135 0.000395455134520003 "20001218" "BullCreek" 353 79 "D"
"669" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20010101" 1120010101 978307200000 0.791856959733096 0.789043605327606 0.0616353868376259 0.00379892091062379 "20010101" "BullCreek" 1 93 "D"
"670" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20010914" 1120010914 1000425600000 -0.0277414429551048 -0.0606552362442017 0.101978846600928 0.0103996851540556 "20010914" "HerringCreek" 257 349 "D"
"671" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20010509" 1120010509 989366400000 -0.0398808434975739 -0.0536164070169131 0.0969111411384929 0.0093917692767649 "20010509" "Shorthair" 129 221 "D"
"672" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20010306" 1120010306 983836800000 0.787929003888911 0.78708553314209 0.0680393421403617 0.0046293520788932 "20010306" "BullCreek" 65 157 "D"
"673" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20010407" 1120010407 986601600000 0.836625799265775 0.838863134384155 0.0598423882934186 0.00358111143666029 "20010407" "BullCreek" 97 189 "D"
"674" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20010914" 1120010914 1000425600000 0.0165600539020931 0.00838083401322365 0.04297639172686 0.00184697024586052 "20010914" "Shorthair" 257 349 "D"
"675" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20001218" 1120001218 977097600000 0.738829982206688 0.754464119672775 0.0428428419751076 0.00183550910850404 "20001218" "HerringCreek" 353 79 "D"
"676" 2001 "LANDSAT/LE7_L1T_32DAY_NDWI/20010712" 1220010712 9.94896e+11 0.108162261352528 0.112682569026947 0.0599678544128618 0.00359614356288219 "20010712" "Shorthair" 193 285 "D"
"677" 2001 "LANDSAT/LE7_L1T_32DAY_NDWI/20010813" 1220010813 997660800000 0.0139942307720701 0.00618501659482718 0.0696327305488641 0.00484871716369072 "20010813" "Shorthair" 225 317 "D"
"678" 2001 "LANDSAT/LE7_L1T_32DAY_NDWI/20010914" 1220010914 1000425600000 0.0635613060551875 0.0285689551383257 0.116604446126408 0.0135965968564465 "20010914" "Shorthair" 257 349 "D"
"679" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20001218" 1120001218 977097600000 0.660759890385163 0.653245051701864 0.0690849726414215 0.00477273344486596 "20001218" "Shorthair" 353 79 "D"
"680" 2001 "LANDSAT/LE7_L1T_32DAY_NDWI/20001218" 1220001218 977097600000 0.839715456351256 0.853915427412306 0.0589473166845473 0.00347478614430831 "20001218" "Shorthair" 353 79 "D"
"681" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20010712" 1120010712 9.94896e+11 0.268577764892476 0.294285839796066 0.10841805756245 0.0117544752056148 "20010712" "HerringCreek" 193 285 "D"
"682" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20010813" 1120010813 997660800000 0.0444751837954608 0.0385268898680806 0.0796937135687671 0.0063510879823807 "20010813" "HerringCreek" 225 317 "D"
"683" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20010407" 1120010407 986601600000 0.918399776862218 0.930241644382477 0.0335666540259256 0.00112672026249619 "20010407" "Shorthair" 97 189 "D"
"684" 2001 "LANDSAT/LE7_L1T_32DAY_NDWI/20010101" 1220010101 978307200000 0.839715456351256 0.853915427412306 0.0589473166845473 0.00347478614430831 "20010101" "Shorthair" 1 93 "D"
"685" 2001 "LANDSAT/LE7_L1T_32DAY_NDWI/20010712" 1220010712 9.94896e+11 0.212450493740277 0.225982269644737 0.0774083104686824 0.00599204652961593 "20010712" "HerringCreek" 193 285 "D"
"686" 2001 "LANDSAT/LE7_L1T_32DAY_NDWI/20010813" 1220010813 997660800000 0.0313379647628179 0.0191122749820352 0.0790134374895653 0.00624312330391744 "20010813" "HerringCreek" 225 317 "D"
"687" 2001 "LANDSAT/LE7_L1T_32DAY_NDWI/20010914" 1220010914 1000425600000 0.183678617805057 0.174143224954605 0.0385603137357847 0.00148689779540215 "20010914" "HerringCreek" 257 349 "D"
"688" 2001 "LANDSAT/LE7_L1T_32DAY_NDWI/20010509" 1220010509 989366400000 -0.0485411362756844 -0.0877713799476623 0.168806659393894 0.0284956882557262 "20010509" "Shorthair" 129 221 "D"
"689" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20010101" 1120010101 978307200000 0.738829982206688 0.754464119672775 0.0428428419751076 0.00183550910850404 "20010101" "HerringCreek" 1 93 "D"
"690" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20010202" 1120010202 9.81072e+11 0.472299679280808 0.467035929361979 0.038432026173914 0.00147702063583241 "20010202" "HerringCreek" 33 125 "D"
"691" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20010306" 1120010306 983836800000 0.914353394730491 0.928339093923569 0.0366880248839545 0.00134601116988567 "20010306" "HerringCreek" 65 157 "D"
"692" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20010407" 1120010407 986601600000 0.934923160150184 0.946558862924576 0.0274008307477483 0.000750805525666747 "20010407" "HerringCreek" 97 189 "D"
"693" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20010509" 1120010509 989366400000 0.190532024359759 0.13153403699398 0.253942605999708 0.0644868471419228 "20010509" "HerringCreek" 129 221 "D"
"694" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20010610" 1120010610 992131200000 0.252648823102068 0.250794097781181 0.087492263914365 0.0076548962448609 "20010610" "HerringCreek" 161 253 "D"
"695" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20010914" 1120010914 1000425600000 0.247152822938832 0.23846997320652 0.0352436910893993 0.00124211776160501 "20010914" "BullCreek" 257 349 "D"
"696" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20010202" 1120010202 9.81072e+11 NA NA NA NA "20010202" "Shorthair" 33 125 "D"
"697" 2001 "LANDSAT/LT5_L1T_32DAY_NDWI/20010306" 1120010306 983836800000 0.790936370996329 0.850167119503021 0.171348766508801 0.0293603997840875 "20010306" "Shorthair" 65 157 "D"
"698" 2001 "LANDSAT/LE7_L1T_32DAY_NDWI/20010202" 1220010202 9.81072e+11 0.302516039671042 0.286100968718529 0.0572475574959543 0.00327728283925259 "20010202" "Shorthair" 33 125 "D"
"699" 2001 "LANDSAT/LE7_L1T_32DAY_NDWI/20010306" 1220010306 983836800000 0.407465543578833 0.368421862522761 0.143974883851712 0.020728767180114 "20010306" "Shorthair" 65 157 "D"
"700" 2001 "LANDSAT/LE7_L1T_32DAY_NDWI/20001218" 1220001218 977097600000 0.644618006456982 0.648760139942169 0.175978958505752 0.0309685938367693 "20001218" "BullCreek" 353 79 "D"
"701" 2001 "LANDSAT/LE7_L1T_32DAY_NDWI/20010101" 1220010101 978307200000 0.644618006456982 0.648760139942169 0.175978958505752 0.0309685938367693 "20010101" "BullCreek" 1 93 "D"
"702" 2001 "LANDSAT/LE7_L1T_32DAY_NDWI/20010610" 1220010610 992131200000 0.0769532909401907 0.0847875997424126 0.0587493015282737 0.00345148043006002 "20010610" "Shorthair" 161 253 "D"
