"""rowid"" ""WY"" ""source"" ""system.index"" ""image_date"" ""mean"" ""median"" ""std"" ""variance"" ""date"" ""meadow"" ""DOY"" ""DOWY"" ""WYTYPE"""
"4454 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080109"" 1220080109 1199836800000 0.796301778382475 0.803249523043633 0.0216928291227057 0.000470578835346909 ""20080109"" ""HerringCreek"" 9 101 ""C"""
"4455 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080313"" 1120080313 1205366400000 0.899288672055954 0.904704781679007 0.0254980320497964 0.000650149638412446 ""20080313"" ""Shorthair"" 73 165 ""C"""
"4456 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080727"" 1220080727 1217116800000 0.399385659803044 0.409847646951675 0.0668972047270706 0.00447523600029559 ""20080727"" ""BullCreek"" 209 301 ""C"""
"4457 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080202"" 1220080202 1201910400000 0.836116285749184 0.83732932806015 0.025467144144927 0.000648575430898489 ""20080202"" ""HerringCreek"" 33 125 ""C"""
"4458 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080210"" 1220080210 1202601600000 0.870458344921811 0.871199190616608 0.0398388232171906 0.00158713183533057 ""20080210"" ""HerringCreek"" 41 133 ""C"""
"4459 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080218"" 1220080218 1203292800000 0.475376541279767 0.480990707874298 0.0493691610206174 0.00243731405987965 ""20080218"" ""HerringCreek"" 49 141 ""C"""
"4460 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080226"" 1220080226 1.203984e+12 0.81052822738454 0.824609994888306 0.0328209325091894 0.00107721361077277 ""20080226"" ""HerringCreek"" 57 149 ""C"""
"4461 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080305"" 1220080305 1204675200000 0.518805247545242 0.519789576530457 0.00938840282940618 8.81421076872021e-05 ""20080305"" ""HerringCreek"" 65 157 ""C"""
"4462 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080313"" 1220080313 1205366400000 0.898194128660847 0.901185899972916 0.0139076041923785 0.000193421454371865 ""20080313"" ""HerringCreek"" 73 165 ""C"""
"4463 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080321"" 1220080321 1206057600000 0.804549839989892 0.811364620923996 0.0237415376326566 0.000563660609162851 ""20080321"" ""HerringCreek"" 81 173 ""C"""
"4464 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080329"" 1220080329 1206748800000 0.810168707592887 0.811297734578451 0.00953427770076855 9.09024512753725e-05 ""20080329"" ""HerringCreek"" 89 181 ""C"""
"4465 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080609"" 1120080609 1212969600000 NA NA NA NA ""20080609"" ""BullCreek"" 161 253 ""C"""
"4466 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080617"" 1120080617 1213660800000 0.32628362910314 0.324769288301468 0.0700999050824326 0.00491399669256606 ""20080617"" ""BullCreek"" 169 261 ""C"""
"4467 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080625"" 1120080625 1.214352e+12 NA NA NA NA ""20080625"" ""BullCreek"" 177 269 ""C"""
"4468 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080117"" 1220080117 1.200528e+12 NA NA NA NA ""20080117"" ""HerringCreek"" 17 109 ""C"""
"4469 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080125"" 1220080125 1201219200000 0.421561482705568 0.419704759120941 0.0213435105459756 0.000455545442426173 ""20080125"" ""HerringCreek"" 25 117 ""C"""
"4470 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080719"" 1120080719 1216425600000 0.40021203214472 0.40943369269371 0.0542390003598365 0.00294186916003434 ""20080719"" ""BullCreek"" 201 293 ""C"""
"4471 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080727"" 1120080727 1217116800000 NA NA NA NA ""20080727"" ""BullCreek"" 209 301 ""C"""
"4472 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080804"" 1120080804 1.217808e+12 0.366653894565322 0.380445808172226 0.0764547009064314 0.00584532129069189 ""20080804"" ""BullCreek"" 217 309 ""C"""
"4473 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080812"" 1120080812 1218499200000 NA NA NA NA ""20080812"" ""BullCreek"" 225 317 ""C"""
"4474 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080828"" 1220080828 1219881600000 0.33472456139597 0.313227653503418 0.106843385628754 0.0114155090526147 ""20080828"" ""BullCreek"" 241 333 ""C"""
"4475 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080905"" 1220080905 1220572800000 NA NA NA NA ""20080905"" ""BullCreek"" 249 341 ""C"""
"4476 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080913"" 1220080913 1.221264e+12 0.329972977258942 0.292233020067215 0.112827443584342 0.0127300320257779 ""20080913"" ""BullCreek"" 257 349 ""C"""
"4477 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080524"" 1220080524 1211587200000 0.665913110294125 0.72864709297816 0.192164543178576 0.0369272116550307 ""20080524"" ""Shorthair"" 145 237 ""C"""
"4478 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080727"" 1120080727 1217116800000 0.321460644789734 0.334178686141968 0.108692135197358 0.0118139802537607 ""20080727"" ""HerringCreek"" 209 301 ""C"""
"4479 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080804"" 1120080804 1.217808e+12 0.258436950698773 0.276193688313166 0.0822918160269559 0.00677194298501435 ""20080804"" ""HerringCreek"" 217 309 ""C"""
"4480 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080812"" 1120080812 1218499200000 0.199946054459914 0.20778813958168 0.0853763027167764 0.00728911306558664 ""20080812"" ""HerringCreek"" 225 317 ""C"""
"4481 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080703"" 1120080703 1215043200000 0.371849892898039 0.377467393875122 0.0543142924504954 0.00295004236439794 ""20080703"" ""BullCreek"" 185 277 ""C"""
"4482 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080711"" 1120080711 1215734400000 NA NA NA NA ""20080711"" ""BullCreek"" 193 285 ""C"""
"4483 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080905"" 1120080905 1220572800000 0.0430878991223525 0.0138966329395771 0.0938409713058689 0.00880612789562892 ""20080905"" ""HerringCreek"" 249 341 ""C"""
"4484 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080913"" 1120080913 1.221264e+12 0.0248851977051554 0.0051238383166492 0.0895015786337016 0.00801053257792467 ""20080913"" ""HerringCreek"" 257 349 ""C"""
"4485 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080921"" 1120080921 1221955200000 0.038817703225527 -0.00544319501412766 0.110077112878997 0.0121169707797755 ""20080921"" ""HerringCreek"" 265 357 ""C"""
"4486 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080929"" 1120080929 1222646400000 NA NA NA NA ""20080929"" ""HerringCreek"" 273 365 ""C"""
"4487 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080117"" 1120080117 1.200528e+12 NA NA NA NA ""20080117"" ""BullCreek"" 17 109 ""C"""
"4488 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080125"" 1120080125 1201219200000 NA NA NA NA ""20080125"" ""BullCreek"" 25 117 ""C"""
"4489 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080202"" 1120080202 1201910400000 NA NA NA NA ""20080202"" ""BullCreek"" 33 125 ""C"""
"4490 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20071008"" 1220071008 1191801600000 NA NA NA NA ""20071008"" ""Shorthair"" 281 7 ""C"""
"4491 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080210"" 1220080210 1202601600000 NA NA NA NA ""20080210"" ""BullCreek"" 41 133 ""C"""
"4492 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080218"" 1220080218 1203292800000 0.252876313166185 0.253190904855728 0.00759178116716023 5.76351412900487e-05 ""20080218"" ""BullCreek"" 49 141 ""C"""
"4493 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080226"" 1220080226 1.203984e+12 NA NA NA NA ""20080226"" ""BullCreek"" 57 149 ""C"""
"4494 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080305"" 1220080305 1204675200000 0.843052320046858 0.843629539012909 0.0602120353611756 0.00362548920233546 ""20080305"" ""BullCreek"" 65 157 ""C"""
"4495 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080313"" 1220080313 1205366400000 NA NA NA NA ""20080313"" ""BullCreek"" 73 165 ""C"""
"4496 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080508"" 1120080508 1210204800000 0.883053671499217 0.909017890691757 0.0624240543883325 0.00389676256627749 ""20080508"" ""HerringCreek"" 129 221 ""C"""
"4497 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080516"" 1120080516 1.210896e+12 0.739600209438283 0.810693174600601 0.172264997394098 0.0296752293271884 ""20080516"" ""HerringCreek"" 137 229 ""C"""
"4498 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080524"" 1120080524 1211587200000 0.86068239086163 0.870603104432424 0.0389144221993378 0.00151433225510831 ""20080524"" ""HerringCreek"" 145 237 ""C"""
"4499 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080601"" 1120080601 1212278400000 0.330882219764005 0.314930707216263 0.299195019789544 0.0895176598668656 ""20080601"" ""HerringCreek"" 153 245 ""C"""
"4500 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080609"" 1120080609 1212969600000 0.0732734306217952 0.0377106862142682 0.155436925058035 0.024160637671497 ""20080609"" ""HerringCreek"" 161 253 ""C"""
"4501 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080617"" 1120080617 1213660800000 0.191858199442396 0.185291990637779 0.0741880549120544 0.005503867491634 ""20080617"" ""HerringCreek"" 169 261 ""C"""
"4502 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080430"" 1220080430 1209513600000 NA NA NA NA ""20080430"" ""Shorthair"" 121 213 ""C"""
"4503 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080703"" 1120080703 1215043200000 0.317398753456818 0.324711814522743 0.0993895402960674 0.00987828072026361 ""20080703"" ""HerringCreek"" 185 277 ""C"""
"4504 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080921"" 1220080921 1221955200000 NA NA NA NA ""20080921"" ""BullCreek"" 265 357 ""C"""
"4505 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080406"" 1120080406 1.20744e+12 0.917634712613147 0.928861141204834 0.0320150380152096 0.00102496265911532 ""20080406"" ""HerringCreek"" 97 189 ""C"""
"4506 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080414"" 1120080414 1208131200000 0.896187317667541 0.91147921482722 0.0352585719407796 0.00124316689530313 ""20080414"" ""HerringCreek"" 105 197 ""C"""
"4507 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080422"" 1120080422 1208822400000 0.923505711629524 0.938810606797536 0.0351410548114058 0.00123489373325822 ""20080422"" ""HerringCreek"" 113 205 ""C"""
"4508 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080430"" 1120080430 1209513600000 NA NA NA NA ""20080430"" ""HerringCreek"" 121 213 ""C"""
"4509 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080828"" 1120080828 1219881600000 0.0467066597250196 0.0400360804051161 0.085204654048975 0.00725983307160552 ""20080828"" ""HerringCreek"" 241 333 ""C"""
"4510 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080711"" 1120080711 1215734400000 NA NA NA NA ""20080711"" ""Shorthair"" 193 285 ""C"""
"4511 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080719"" 1120080719 1216425600000 0.107949008003981 0.114117242395878 0.0762149098512744 0.00580871248363788 ""20080719"" ""Shorthair"" 201 293 ""C"""
"4512 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20071101"" 1220071101 1193875200000 0.166056783323673 0.153496190905571 0.0710489312486674 0.00504795063157787 ""20071101"" ""HerringCreek"" 305 31 ""C"""
"4513 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080109"" 1120080109 1199836800000 NA NA NA NA ""20080109"" ""BullCreek"" 9 101 ""C"""
"4514 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080727"" 1220080727 1217116800000 0.116397727611807 0.13032597862184 0.0708180660729382 0.00501519848231104 ""20080727"" ""Shorthair"" 209 301 ""C"""
"4515 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080117"" 1220080117 1.200528e+12 NA NA NA NA ""20080117"" ""BullCreek"" 17 109 ""C"""
"4516 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080125"" 1220080125 1201219200000 NA NA NA NA ""20080125"" ""BullCreek"" 25 117 ""C"""
"4517 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080202"" 1220080202 1201910400000 0.859624629796937 0.867470920085907 0.0505116113997435 0.0025514228861987 ""20080202"" ""BullCreek"" 33 125 ""C"""
"4518 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080929"" 1220080929 1222646400000 0.424607079137455 0.382629096508026 0.143388488646523 0.0205602586763341 ""20080929"" ""BullCreek"" 273 365 ""C"""
"4519 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080609"" 1120080609 1212969600000 NA NA NA NA ""20080609"" ""Shorthair"" 161 253 ""C"""
"4520 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080617"" 1120080617 1213660800000 -0.0500616495855726 -0.0611642505973577 0.093666082338614 0.00877333498066402 ""20080617"" ""Shorthair"" 169 261 ""C"""
"4521 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080820"" 1120080820 1219190400000 0.15240436982832 0.15154080092907 0.0749854793557395 0.00562282211421003 ""20080820"" ""HerringCreek"" 233 325 ""C"""
"4522 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080422"" 1220080422 1208822400000 0.91845444911792 0.943408787250519 0.0505675329628004 0.0025570753899439 ""20080422"" ""HerringCreek"" 113 205 ""C"""
"4523 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080430"" 1220080430 1209513600000 0.909415656235069 0.920862168073654 0.0298747522043271 0.000892500819269948 ""20080430"" ""HerringCreek"" 121 213 ""C"""
"4524 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080508"" 1220080508 1210204800000 0.8436356706497 0.882261425256729 0.0760179690527113 0.00577873161889897 ""20080508"" ""HerringCreek"" 129 221 ""C"""
"4525 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080321"" 1120080321 1206057600000 NA NA NA NA ""20080321"" ""Shorthair"" 81 173 ""C"""
"4526 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080329"" 1120080329 1206748800000 0.899252519546411 0.907706773281097 0.025445282881179 0.000647462420903221 ""20080329"" ""Shorthair"" 89 181 ""C"""
"4527 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080406"" 1120080406 1.20744e+12 NA NA NA NA ""20080406"" ""Shorthair"" 97 189 ""C"""
"4528 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080414"" 1120080414 1208131200000 0.88707122466503 0.896855145692825 0.0293829878695253 0.00086335997614067 ""20080414"" ""Shorthair"" 105 197 ""C"""
"4529 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080422"" 1120080422 1208822400000 NA NA NA NA ""20080422"" ""Shorthair"" 113 205 ""C"""
"4530 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080430"" 1120080430 1209513600000 NA NA NA NA ""20080430"" ""Shorthair"" 121 213 ""C"""
"4531 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20071211"" 1220071211 1197331200000 0.845443357871129 0.848259121179581 0.0243243668967562 0.000591674824928007 ""20071211"" ""HerringCreek"" 345 71 ""C"""
"4532 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20071219"" 1220071219 1198022400000 0.784698643003191 0.78484234213829 0.0354564153515684 0.00125715738958293 ""20071219"" ""HerringCreek"" 353 79 ""C"""
"4533 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20071227"" 1220071227 1198713600000 NA NA NA NA ""20071227"" ""HerringCreek"" 361 87 ""C"""
"4534 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080101"" 1220080101 1199145600000 0.715228702052165 0.723558902740479 0.0584400871081031 0.00341524378120268 ""20080101"" ""HerringCreek"" 1 93 ""C"""
"4535 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080609"" 1220080609 1212969600000 -0.0839257202118989 -0.0948356638352076 0.124151446185035 0.0154135815898357 ""20080609"" ""Shorthair"" 161 253 ""C"""
"4536 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080617"" 1220080617 1213660800000 NA NA NA NA ""20080617"" ""Shorthair"" 169 261 ""C"""
"4537 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080625"" 1220080625 1.214352e+12 0.00542782706267374 0.00924573373049498 0.0879212941964556 0.0077301539731797 ""20080625"" ""Shorthair"" 177 269 ""C"""
"4538 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080703"" 1220080703 1215043200000 NA NA NA NA ""20080703"" ""Shorthair"" 185 277 ""C"""
"4539 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080711"" 1220080711 1215734400000 0.0483998124281325 0.0384536316352231 0.0260116918845879 0.000676608114698734 ""20080711"" ""Shorthair"" 193 285 ""C"""
"4540 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080719"" 1220080719 1216425600000 NA NA NA NA ""20080719"" ""Shorthair"" 201 293 ""C"""
"4541 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20071109"" 1220071109 1194566400000 0.224590283442051 0.210909992456436 0.0605370157863426 0.00366473028031589 ""20071109"" ""HerringCreek"" 313 39 ""C"""
"4542 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20071117"" 1220071117 1195257600000 0.0736642843542191 0.0230220727001627 0.200549844898063 0.0402202402886371 ""20071117"" ""HerringCreek"" 321 47 ""C"""
"4543 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20071125"" 1220071125 1195948800000 0.324567113382121 0.33714471757412 0.0405667120141461 0.00164565812363867 ""20071125"" ""HerringCreek"" 329 55 ""C"""
"4544 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080711"" 1120080711 1215734400000 0.350628556278737 0.360118359327316 0.114933473203003 0.0132097032625054 ""20080711"" ""HerringCreek"" 193 285 ""C"""
"4545 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080719"" 1120080719 1216425600000 0.343173973077202 0.35705891251564 0.101501578587041 0.0103025704556612 ""20080719"" ""HerringCreek"" 201 293 ""C"""
"4546 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080406"" 1220080406 1.20744e+12 0.926151835582626 0.945092439651489 0.0380192712890762 0.00144546498935237 ""20080406"" ""HerringCreek"" 97 189 ""C"""
"4547 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080414"" 1220080414 1208131200000 0.923313046233696 0.932994291186333 0.0259306599488131 0.000672399125380981 ""20080414"" ""HerringCreek"" 105 197 ""C"""
"4548 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080601"" 1120080601 1212278400000 -0.0447299655001515 -0.0794083848595619 0.178619012799008 0.0319047517332922 ""20080601"" ""Shorthair"" 153 245 ""C"""
"4549 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20071117"" 1220071117 1195257600000 0.36849147726951 0.381150916218758 0.206709025216145 0.0427286211058088 ""20071117"" ""BullCreek"" 321 47 ""C"""
"4550 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080625"" 1120080625 1.214352e+12 NA NA NA NA ""20080625"" ""Shorthair"" 177 269 ""C"""
"4551 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080703"" 1120080703 1215043200000 0.158957220117251 0.158190384507179 0.0379028533141747 0.00143662628935584 ""20080703"" ""Shorthair"" 185 277 ""C"""
"4552 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080516"" 1220080516 1.210896e+12 0.814585677782695 0.877361267805099 0.151888818828784 0.0230702132852031 ""20080516"" ""HerringCreek"" 137 229 ""C"""
"4553 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080524"" 1220080524 1211587200000 0.922180728965931 0.937177389860153 0.0369074690409467 0.00136216127100844 ""20080524"" ""HerringCreek"" 145 237 ""C"""
"4554 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080601"" 1220080601 1212278400000 0.493541011882946 0.561116576194763 0.302762540170964 0.0916651557307745 ""20080601"" ""HerringCreek"" 153 245 ""C"""
"4555 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080609"" 1220080609 1212969600000 0.0717064848318959 0.0643705576658249 0.0927495484954889 0.00860247874611704 ""20080609"" ""HerringCreek"" 161 253 ""C"""
"4556 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080820"" 1120080820 1219190400000 0.331610019234094 0.321221441030502 0.0993894329202714 0.00987825937621313 ""20080820"" ""BullCreek"" 233 325 ""C"""
"4557 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20071203"" 1220071203 1.19664e+12 0.512851391808461 0.511898338794708 0.0110809571850757 0.00012278761213748 ""20071203"" ""HerringCreek"" 337 63 ""C"""
"4558 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080508"" 1120080508 1210204800000 NA NA NA NA ""20080508"" ""Shorthair"" 129 221 ""C"""
"4559 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20071109"" 1220071109 1194566400000 NA NA NA NA ""20071109"" ""BullCreek"" 313 39 ""C"""
"4560 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080601"" 1220080601 1212278400000 NA NA NA NA ""20080601"" ""Shorthair"" 153 245 ""C"""
"4561 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20071024"" 1220071024 1.193184e+12 NA NA NA NA ""20071024"" ""BullCreek"" 297 23 ""C"""
"4562 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20071101"" 1220071101 1193875200000 0.316236332039091 0.331922560930252 0.178391595956845 0.0318235615080303 ""20071101"" ""BullCreek"" 305 31 ""C"""
"4563 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080913"" 1120080913 1.221264e+12 NA NA NA NA ""20080913"" ""BullCreek"" 257 349 ""C"""
"4564 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20071125"" 1220071125 1195948800000 NA NA NA NA ""20071125"" ""BullCreek"" 329 55 ""C"""
"4565 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20071008"" 1220071008 1191801600000 0.153357366784516 0.153050452470779 0.022662763644967 0.00051360085602764 ""20071008"" ""HerringCreek"" 281 7 ""C"""
"4566 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20071016"" 1220071016 1192492800000 0.0759839221710523 0.0191904113162309 0.145211628121843 0.0210864169417964 ""20071016"" ""HerringCreek"" 289 15 ""C"""
"4567 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20071024"" 1220071024 1.193184e+12 -0.0437266574709632 -0.0958715304732323 0.140551048336689 0.0197545971885423 ""20071024"" ""HerringCreek"" 297 23 ""C"""
"4568 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080921"" 1220080921 1221955200000 0.00426384053080622 -0.0285078056622297 0.0894822606680407 0.00800707497426319 ""20080921"" ""HerringCreek"" 265 357 ""C"""
"4569 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080929"" 1220080929 1222646400000 0.233069239670168 0.216943800449371 0.0884646164407319 0.00782598836200581 ""20080929"" ""HerringCreek"" 273 365 ""C"""
"4570 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080828"" 1120080828 1219881600000 NA NA NA NA ""20080828"" ""BullCreek"" 241 333 ""C"""
"4571 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080625"" 1120080625 1.214352e+12 0.279369851956086 0.288693428039551 0.0984810533558223 0.00969851787007232 ""20080625"" ""HerringCreek"" 177 269 ""C"""
"4572 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080516"" 1120080516 1.210896e+12 0.101420421325243 0.100143062571685 0.0143770730472021 0.000206700229404585 ""20080516"" ""Shorthair"" 137 229 ""C"""
"4573 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080524"" 1120080524 1211587200000 NA NA NA NA ""20080524"" ""Shorthair"" 145 237 ""C"""
"4574 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080625"" 1220080625 1.214352e+12 0.295619825273752 0.289178475737572 0.0987819591412425 0.00975787545178209 ""20080625"" ""HerringCreek"" 177 269 ""C"""
"4575 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080703"" 1220080703 1215043200000 0.237908544002381 0.244184568524361 0.0291355793400336 0.000848881983479394 ""20080703"" ""HerringCreek"" 185 277 ""C"""
"4576 2008 ""LANDSAT/LT5_L1T_8DAY_NDWI/20080905"" 1120080905 1220572800000 0.314636994695122 0.296235859394073 0.123305848639749 0.0152043323087687 ""20080905"" ""BullCreek"" 249 341 ""C"""
"4577 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080711"" 1220080711 1215734400000 0.340419950626664 0.341249644756317 0.0586640366700552 0.00344146919842558 ""20080711"" ""HerringCreek"" 193 285 ""C"""
"4578 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20071203"" 1220071203 1.19664e+12 0.396026110897462 0.396275818347931 0.00361923975421125 1.30988963984631e-05 ""20071203"" ""BullCreek"" 337 63 ""C"""
"4579 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20071211"" 1220071211 1197331200000 NA NA NA NA ""20071211"" ""BullCreek"" 345 71 ""C"""
"4580 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20071219"" 1220071219 1198022400000 0.867474560304122 0.866392433643341 0.0295030222483157 0.000870428321784609 ""20071219"" ""BullCreek"" 353 79 ""C"""
"4581 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20071227"" 1220071227 1198713600000 NA NA NA NA ""20071227"" ""BullCreek"" 361 87 ""C"""
"4582 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080101"" 1220080101 1199145600000 0.784163352576169 0.791564345359802 0.0452949595739039 0.00205163336280159 ""20080101"" ""BullCreek"" 1 93 ""C"""
"4583 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080109"" 1220080109 1199836800000 NA NA NA NA ""20080109"" ""BullCreek"" 9 101 ""C"""
"4584 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20080913"" 1220080913 1.221264e+12 0.0931305377078908 0.0911002364009619 0.0499825615760693 0.00249825646170556 ""20080913"" ""HerringCreek"" 257 349 ""C"""
"4585 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20071008"" 1220071008 1191801600000 NA NA NA NA ""20071008"" ""BullCreek"" 281 7 ""C"""
"4586 2008 ""LANDSAT/LE7_L1T_8DAY_NDWI/20071016"" 1220071016 1192492800000 0.235458008372437 0.199399158358574 0.194059689629355 0.0376591631390417 ""20071016"" ""BullCreek"" 289 15 ""C"""
